Age,Work_Experience,Family_Size,Gender_Male,Ever_Married_Yes,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Age_Group,Family_Category
42.0,6.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
41.0,0.0,3.0,True,True,False,False,False,False,True,False,False,False,False,True,False,2,1
60.0,1.0,4.0,False,True,True,False,True,False,False,False,False,False,False,True,False,2,1
46.0,1.0,2.0,True,True,True,False,True,False,False,False,False,False,False,False,True,2,0
83.0,0.0,2.0,False,True,False,False,False,False,False,False,False,True,False,True,False,3,0
27.0,3.0,2.0,True,True,True,False,False,False,False,True,False,False,False,False,True,1,0
22.0,1.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
40.0,0.0,2.0,False,True,True,False,True,False,False,False,False,False,False,False,True,1,0
28.0,0.0,6.0,False,False,True,True,False,False,False,False,False,False,False,False,True,1,2
28.0,1.0,1.0,True,False,True,True,False,False,False,False,False,False,False,False,True,1,0
28.0,0.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False,True,1,0
20.0,0.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
53.0,0.0,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,2,2
35.0,0.0,2.0,False,True,True,True,False,False,False,False,False,False,False,False,True,1,0
21.0,3.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True,0,1
30.0,6.0,4.0,True,False,True,False,False,False,False,True,False,False,False,False,True,1,1
46.0,2.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,2,0
36.0,3.0,4.0,False,False,True,False,True,False,False,False,False,False,False,False,True,1,1
38.0,4.0,3.0,False,True,True,False,False,False,False,False,False,False,False,True,False,1,1
26.0,1.0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0
45.0,1.0,1.0,False,True,True,True,False,False,False,False,False,False,False,False,True,2,0
46.0,5.0,2.0,False,True,True,False,False,False,True,False,False,False,False,True,False,2,0
25.0,0.0,1.0,True,False,True,True,False,False,False,False,False,False,False,False,True,0,0
27.0,0.0,7.0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,2
42.0,6.0,1.0,False,True,True,True,False,False,False,False,False,False,False,False,True,2,0
20.0,3.0,2.0,True,True,False,False,False,False,False,False,False,False,True,False,True,0,0
55.0,6.0,1.0,True,True,True,True,False,False,False,False,False,False,False,False,True,2,0
25.0,1.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,True,0,0
27.0,1.0,2.0,True,True,False,True,False,False,False,False,False,False,False,True,False,1,0
31.0,0.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,1
38.0,6.0,5.0,False,True,False,False,False,True,False,False,False,False,False,False,False,1,1
43.0,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,False,2,0
59.0,2.0,3.0,False,True,True,False,False,False,False,False,False,False,False,True,False,2,1
61.0,1.0,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,3,1
27.0,1.0,2.0,False,True,True,False,True,False,False,False,False,False,False,False,True,1,0
26.0,1.0,5.0,True,True,False,False,False,False,True,False,False,False,False,True,False,1,1
39.0,1.0,4.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,1
47.0,0.0,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,2,1
52.0,1.0,4.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,1
59.0,1.0,2.0,True,True,True,False,False,False,False,False,False,True,False,True,False,2,0
57.0,1.0,2.0,True,True,False,False,True,False,False,False,False,False,False,False,False,2,0
86.0,1.0,2.0,False,True,True,False,False,False,False,False,False,True,False,True,False,3,0
49.0,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
30.0,1.0,4.0,True,False,False,True,False,False,False,False,False,False,False,False,True,1,1
43.0,0.0,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,2,1
43.0,0.0,1.0,False,True,True,True,False,False,False,False,False,False,False,False,True,2,0
31.0,0.0,4.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
30.0,1.0,2.0,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
27.0,8.0,3.0,True,True,True,True,False,False,False,False,False,False,False,False,False,1,1
36.0,1.0,4.0,True,True,True,False,False,False,True,False,False,False,False,True,False,1,1
47.0,0.0,2.0,True,True,True,False,False,False,True,False,False,False,False,False,True,2,0
35.0,1.0,4.0,True,True,True,False,False,False,True,False,False,False,False,True,False,1,1
25.0,0.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,True,0,0
25.0,0.0,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1
38.0,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,0
32.0,0.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1
48.0,1.0,6.0,True,True,False,False,False,False,True,False,False,False,False,True,False,2,2
38.0,10.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0
70.0,1.0,2.0,True,True,False,False,False,False,True,False,False,False,False,True,False,3,0
42.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,True,2,0
85.0,1.0,2.0,False,True,True,False,False,False,False,False,False,False,False,True,False,3,0
25.0,1.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False,True,0,1
31.0,1.0,2.0,False,False,True,True,False,False,False,False,False,False,False,False,True,1,0
20.0,3.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
33.0,8.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,True,1,0
52.0,5.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0
21.0,9.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
42.0,0.0,1.0,False,False,True,False,True,False,False,False,False,False,False,False,True,2,0
35.0,1.0,4.0,False,True,True,False,False,False,False,False,True,False,False,False,False,1,1
39.0,0.0,4.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,1
41.0,1.0,2.0,False,True,True,True,False,False,False,False,False,False,False,False,False,2,0
18.0,1.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
22.0,0.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0
25.0,2.0,2.0,False,True,False,False,True,False,False,False,False,False,False,False,True,0,0
20.0,4.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
20.0,1.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
21.0,0.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,True,0,1
25.0,1.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
60.0,1.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,0
46.0,0.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False,False,2,1
68.0,1.0,2.0,True,True,False,False,False,False,True,False,False,False,False,True,False,3,0
27.0,0.0,3.0,True,False,True,True,False,False,False,False,False,False,False,False,True,1,1
59.0,1.0,4.0,True,True,True,False,False,False,True,False,False,False,False,True,False,2,1
26.0,0.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
32.0,1.0,2.0,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0
33.0,0.0,6.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,2
28.0,0.0,3.0,True,False,True,False,False,False,False,True,False,False,False,False,True,1,1
30.0,0.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
32.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0
41.0,3.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False,True,2,1
42.0,13.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,True,2,0
45.0,1.0,4.0,False,True,True,True,False,False,False,False,False,False,False,False,False,2,1
39.0,1.0,2.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0
29.0,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0
46.0,1.0,3.0,True,True,True,False,False,True,False,False,False,False,False,False,False,2,1
26.0,5.0,4.0,False,True,True,False,False,False,False,False,False,False,True,True,False,1,1
26.0,1.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
41.0,1.0,2.0,False,True,True,True,False,False,False,False,False,False,False,False,True,2,0
38.0,9.0,3.0,False,True,True,False,False,False,False,False,False,False,True,False,True,1,1
69.0,1.0,4.0,True,True,False,False,False,False,True,False,False,False,False,True,False,3,1
40.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0
25.0,9.0,3.0,True,False,False,False,True,False,False,False,False,False,False,False,True,0,1
59.0,1.0,2.0,True,True,False,False,False,False,False,False,False,False,False,False,False,2,0
26.0,1.0,4.0,True,False,False,True,False,False,False,False,False,False,False,False,True,1,1
33.0,0.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1
56.0,8.0,2.0,True,True,True,False,False,False,True,False,False,False,False,True,False,2,0
30.0,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
26.0,0.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
28.0,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1
28.0,0.0,6.0,False,True,False,True,False,False,False,False,False,False,False,False,False,1,2
41.0,1.0,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,2,1
37.0,0.0,3.0,True,True,True,False,False,False,False,False,False,False,False,True,False,1,1
59.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,1
43.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,0
30.0,1.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
66.0,0.0,2.0,True,True,False,False,False,False,True,False,False,False,False,False,False,3,0
28.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,1
49.0,0.0,3.0,True,True,True,False,False,True,False,False,False,False,False,False,False,2,1
61.0,0.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,3,1
27.0,9.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
35.0,1.0,1.0,False,True,False,False,True,False,False,False,False,False,False,False,True,1,0
33.0,0.0,2.0,True,True,True,False,False,False,False,True,False,False,False,False,False,1,0
36.0,2.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,1,0
27.0,9.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0
29.0,1.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0
31.0,1.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1
30.0,0.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
43.0,1.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,0
47.0,1.0,4.0,True,True,False,False,False,False,True,False,False,False,False,False,True,2,1
42.0,1.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,2,0
33.0,1.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
36.0,1.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1
30.0,1.0,3.0,False,False,True,False,True,False,False,False,False,False,False,False,True,1,1
60.0,9.0,1.0,True,True,True,False,False,False,False,False,False,False,False,False,True,2,0
32.0,0.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
32.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,1,0
28.0,7.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
46.0,2.0,4.0,True,True,True,False,False,False,False,True,False,False,False,True,False,2,1
38.0,4.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,1,0
28.0,8.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,True,1,0
30.0,7.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,True,1,0
52.0,0.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
46.0,1.0,4.0,False,True,True,False,True,False,False,False,False,False,False,False,False,2,1
37.0,0.0,2.0,True,True,False,False,True,False,False,False,False,False,False,False,False,1,0
25.0,2.0,3.0,False,False,True,False,True,False,False,False,False,False,False,False,True,0,1
43.0,1.0,4.0,False,True,True,False,True,False,False,False,False,False,False,False,False,2,1
32.0,0.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,1
50.0,1.0,4.0,False,True,True,False,True,False,False,False,False,False,False,True,False,2,1
43.0,3.0,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,2,1
37.0,0.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
61.0,0.0,4.0,True,True,False,False,False,False,False,True,False,False,False,True,False,3,1
39.0,5.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
46.0,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,1
37.0,0.0,4.0,True,True,False,False,False,True,False,False,False,False,False,False,False,1,1
36.0,0.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False,True,1,1
28.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0
86.0,0.0,1.0,True,True,True,False,False,False,False,False,False,True,False,False,True,3,0
82.0,1.0,1.0,True,True,True,False,False,False,True,False,False,False,False,False,True,3,0
18.0,1.0,8.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,2
18.0,0.0,4.0,False,False,False,False,True,False,False,False,False,False,False,False,True,0,1
36.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0
26.0,1.0,6.0,False,False,False,False,True,False,False,False,False,False,False,False,True,1,2
49.0,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,False,2,0
69.0,1.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,3,1
29.0,1.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
68.0,1.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,True,3,0
33.0,4.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
38.0,3.0,5.0,True,True,False,False,False,False,True,False,False,False,False,True,False,1,1
52.0,1.0,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,2,1
28.0,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,True,1,0
27.0,1.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
28.0,0.0,4.0,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1
25.0,7.0,3.0,False,True,False,False,True,False,False,False,False,False,False,True,False,0,1
30.0,8.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0
40.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,1
25.0,0.0,9.0,False,False,True,False,False,False,False,False,False,False,False,False,True,0,2
30.0,5.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0
43.0,0.0,2.0,False,True,False,False,True,False,False,False,False,False,False,False,False,2,0
26.0,1.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1
37.0,0.0,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,1,1
28.0,1.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
31.0,1.0,5.0,False,True,False,False,False,False,False,False,False,False,True,False,True,1,1
46.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,True,2,1
47.0,5.0,4.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
28.0,1.0,4.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
30.0,0.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0
29.0,1.0,1.0,False,True,True,False,False,True,False,False,False,False,False,True,False,1,0
23.0,2.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1
22.0,1.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
22.0,1.0,4.0,True,False,False,False,False,True,False,False,False,False,False,False,True,0,1
39.0,1.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,True,1,0
38.0,8.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,True,1,0
33.0,3.0,1.0,True,False,True,False,False,False,False,True,False,False,False,False,True,1,0
38.0,4.0,1.0,False,False,True,False,False,False,False,False,True,False,False,False,True,1,0
29.0,0.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
35.0,4.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,1,0
32.0,9.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
32.0,0.0,1.0,False,False,True,True,False,False,False,False,False,False,False,False,True,1,0
29.0,8.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1
31.0,0.0,4.0,False,False,True,False,False,True,False,False,False,False,False,False,True,1,1
59.0,0.0,4.0,True,True,False,False,False,False,True,False,False,False,False,True,False,2,1
87.0,0.0,2.0,True,True,True,False,False,False,False,False,False,True,False,True,False,3,0
53.0,0.0,2.0,True,True,True,False,False,False,True,False,False,False,False,False,True,2,0
83.0,0.0,2.0,True,True,False,False,False,False,False,False,False,True,False,True,False,3,0
33.0,1.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
39.0,7.0,5.0,False,True,True,False,False,False,False,False,False,False,False,True,False,1,1
42.0,5.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,0
46.0,4.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
63.0,0.0,2.0,True,True,True,True,False,False,False,False,False,False,False,True,False,3,0
32.0,1.0,2.0,True,False,True,True,False,False,False,False,False,False,False,False,True,1,0
38.0,0.0,3.0,False,False,True,False,True,False,False,False,False,False,False,False,True,1,1
38.0,1.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,True,1,0
45.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,2,0
27.0,0.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,True,1,0
87.0,7.0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,False,3,0
25.0,14.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0
61.0,0.0,4.0,True,True,True,False,False,False,False,False,False,False,False,False,False,3,1
41.0,1.0,4.0,True,True,True,False,False,False,False,False,False,False,False,True,False,2,1
86.0,1.0,2.0,True,True,True,False,False,False,False,False,False,True,False,True,False,3,0
51.0,4.0,3.0,True,True,True,False,False,False,True,False,False,False,False,True,False,2,1
60.0,3.0,3.0,True,True,True,False,False,False,False,False,False,False,False,True,False,2,1
65.0,6.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,False,3,1
32.0,1.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0
56.0,0.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
39.0,4.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
42.0,2.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0
68.0,5.0,2.0,True,True,True,False,False,False,False,False,False,False,False,True,False,3,0
32.0,1.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
43.0,13.0,1.0,True,True,True,False,False,False,False,False,False,False,False,False,True,2,0
40.0,3.0,2.0,False,True,True,False,False,False,False,False,False,False,False,True,False,1,0
87.0,0.0,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False,3,0
43.0,1.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False,True,2,0
48.0,1.0,3.0,True,True,True,True,False,False,False,False,False,False,False,False,False,2,1
58.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,True,False,False,2,0
52.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,True,False,2,1
30.0,14.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
53.0,2.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,True,2,0
56.0,3.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
28.0,1.0,5.0,True,True,False,True,False,False,False,False,False,False,False,False,True,1,1
61.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,3,0
62.0,1.0,3.0,True,True,True,False,False,True,False,False,False,False,False,False,False,3,1
49.0,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
40.0,0.0,2.0,True,True,True,False,False,True,False,False,False,False,False,True,False,1,0
62.0,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,True,3,0
35.0,1.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,True,1,0
48.0,4.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,2,0
36.0,1.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,1,1
56.0,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
66.0,0.0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,3,0
40.0,6.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,True,1,0
57.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,0
42.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,1
35.0,1.0,3.0,True,True,False,False,False,False,False,False,False,False,True,False,True,1,1
58.0,0.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
29.0,8.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1
26.0,0.0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,True,1,0
86.0,0.0,1.0,True,True,True,False,False,False,True,False,False,False,False,False,True,3,0
77.0,1.0,2.0,True,True,False,False,False,False,False,False,False,True,False,True,False,3,0
37.0,0.0,3.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1
74.0,0.0,2.0,True,True,False,False,False,False,True,False,False,False,False,True,False,3,0
27.0,1.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,0
56.0,0.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,2,0
27.0,0.0,1.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,0
39.0,7.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,0
35.0,3.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,False,1,0
66.0,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False,False,3,0
47.0,0.0,2.0,False,False,True,False,False,False,False,False,False,False,False,False,True,2,0
36.0,8.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,1,0
43.0,4.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
41.0,0.0,3.0,True,True,True,True,False,False,False,False,False,False,False,False,False,2,1
26.0,9.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1
72.0,0.0,2.0,True,True,True,False,False,False,False,False,False,False,False,True,False,3,0
59.0,0.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
38.0,1.0,3.0,True,True,True,False,False,True,False,False,False,False,False,False,False,1,1
72.0,1.0,2.0,True,True,False,False,False,False,False,False,False,True,False,False,True,3,0
41.0,9.0,1.0,True,False,True,False,False,False,False,False,False,False,False,False,True,2,0
25.0,9.0,2.0,True,False,False,False,True,False,False,False,False,False,False,False,True,0,0
29.0,1.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,True,1,0
83.0,0.0,2.0,True,True,True,False,False,False,False,False,False,True,False,True,False,3,0
51.0,0.0,4.0,False,True,True,False,True,False,False,False,False,False,False,False,False,2,1
76.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,3,0
29.0,1.0,4.0,True,True,True,False,False,False,False,False,False,False,False,False,True,1,1
58.0,0.0,4.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
74.0,0.0,2.0,False,True,False,False,False,False,False,False,False,True,False,True,False,3,0
53.0,1.0,3.0,True,True,True,False,False,False,True,False,False,False,False,True,False,2,1
63.0,1.0,1.0,True,True,True,False,False,False,False,False,False,False,False,False,True,3,0
25.0,5.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,True,0,0
46.0,1.0,3.0,True,False,False,False,True,False,False,False,False,False,False,False,True,2,1
43.0,7.0,9.0,False,False,True,False,False,False,False,False,False,False,False,False,True,2,2
58.0,1.0,4.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
41.0,1.0,4.0,True,True,True,False,False,False,True,False,False,False,False,True,False,2,1
28.0,1.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
29.0,9.0,2.0,True,False,True,False,False,False,False,True,False,False,False,False,True,1,0
33.0,0.0,2.0,True,False,True,False,False,False,False,True,False,False,False,False,True,1,0
39.0,14.0,1.0,False,False,True,False,True,False,False,False,False,False,False,False,True,1,0
51.0,0.0,4.0,True,True,True,False,False,True,False,False,False,False,False,False,False,2,1
46.0,4.0,4.0,True,True,True,False,False,True,False,False,False,False,False,True,False,2,1
38.0,1.0,6.0,True,True,False,False,False,False,True,False,False,False,False,True,False,1,2
26.0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False,False,1,1
42.0,1.0,4.0,False,True,True,False,True,False,False,False,False,False,False,False,False,2,1
43.0,5.0,3.0,False,True,True,False,False,True,False,False,False,False,False,False,False,2,1
53.0,1.0,4.0,True,True,True,False,False,False,True,False,False,False,False,False,True,2,1
46.0,1.0,4.0,True,True,True,False,False,False,False,False,False,False,False,False,True,2,1
40.0,1.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,1,1
71.0,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,True,3,0
32.0,13.0,4.0,True,True,True,False,False,False,False,False,False,False,True,True,False,1,1
41.0,9.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,True,2,0
46.0,8.0,2.0,False,False,True,False,False,True,False,False,False,False,False,False,True,2,0
40.0,0.0,4.0,True,True,True,False,False,False,True,False,False,False,False,True,False,1,1
29.0,1.0,5.0,True,False,False,True,False,False,False,False,False,False,False,False,True,1,1
25.0,1.0,2.0,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0
52.0,0.0,1.0,False,True,True,False,False,False,False,False,False,False,True,False,True,2,0
30.0,9.0,5.0,True,False,True,True,False,False,False,False,False,False,False,False,True,1,1
25.0,12.0,2.0,False,True,True,False,False,False,False,True,False,False,False,True,False,0,0
32.0,9.0,4.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1
33.0,1.0,4.0,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1
43.0,1.0,4.0,False,False,True,True,False,False,False,False,False,False,False,False,True,2,1
41.0,5.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,True,2,0
29.0,9.0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,1,0
41.0,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False,False,2,0
47.0,1.0,4.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
53.0,1.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,2,1
40.0,5.0,1.0,True,True,True,False,False,False,False,False,False,False,False,False,True,1,0
40.0,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,True,False,1,0
36.0,1.0,4.0,False,False,True,False,False,False,False,False,False,False,True,False,True,1,1
71.0,2.0,6.0,False,True,True,False,False,False,False,False,False,True,False,False,True,3,2
30.0,5.0,2.0,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0
40.0,1.0,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,1,1
43.0,0.0,5.0,True,True,False,False,False,True,False,False,False,False,False,False,False,2,1
